geo_name,geo_sumlevel,geo_id,median_property_value_2013,median_property_value_2014,median_property_value_2015,median_property_value_2016
"Franklin County, MA","county",05000US25011,219500,220400,220800,224200
"Hampden County, MA","county",05000US25013,197900,196600,196400,196500
"Hampshire County, MA","county",05000US25015,262600,261700,265400,270100
"Middlesex County, MA","county",05000US25017,398200,404600,414600,432300
"Nantucket County, MA","county",05000US25019,929700,912600,902500,966600
"Norfolk County, MA","county",05000US25021,391100,393500,399500,414000
"Plymouth County, MA","county",05000US25023,332100,328200,328600,333600
"Suffolk County, MA","county",05000US25025,358700,365200,377100,398000
"Worcester County, MA","county",05000US25027,259200,255600,252600,254100
"Alcona County, MI","county",05000US26001,102800,95800,97500,97500
"Alger County, MI","county",05000US26003,117100,117200,116400,118500
"Allegan County, MI","county",05000US26005,140200,137500,140400,144600
"Alpena County, MI","county",05000US26007,96400,94900,93300,92700
"Antrim County, MI","county",05000US26009,141300,136800,140700,145100
"Arenac County, MI","county",05000US26011,90200,87800,87500,88400
"Baraga County, MI","county",05000US26013,84000,86500,88100,90900
"Barry County, MI","county",05000US26015,133900,135900,134700,139300
"Bay County, MI","county",05000US26017,93800,93300,92800,94500
"Benzie County, MI","county",05000US26019,149700,147400,150000,158100
"Berrien County, MI","county",05000US26021,129300,130700,132600,137000
"Branch County, MI","county",05000US26023,98000,94800,95200,95200
"Calhoun County, MI","county",05000US26025,98300,97100,96000,99400
"Cass County, MI","county",05000US26027,124800,121100,122800,128200
"Charlevoix County, MI","county",05000US26029,151400,149700,153000,155100
"Cheboygan County, MI","county",05000US26031,112500,110800,112400,113300
"Chippewa County, MI","county",05000US26033,101600,101500,106300,109700
"Clare County, MI","county",05000US26035,80000,79300,79800,83300
"Clinton County, MI","county",05000US26037,156300,155000,154400,160000
"Crawford County, MI","county",05000US26039,96400,97000,96800,93500
"Delta County, MI","county",05000US26041,100200,99400,101900,103900
"Dickinson County, MI","county",05000US26043,85500,86800,86300,88100
"Eaton County, MI","county",05000US26045,138300,133400,134500,137300
"Emmet County, MI","county",05000US26047,167700,165500,163100,166100
"Genesee County, MI","county",05000US26049,91700,88300,88500,91800
"Gladwin County, MI","county",05000US26051,103300,99000,98100,95700
"Gogebic County, MI","county",05000US26053,66800,66900,68800,69800
"Grand Traverse County, MI","county",05000US26055,168300,167600,167900,173900
"Gratiot County, MI","county",05000US26057,86600,87300,88900,89000
"Hillsdale County, MI","county",05000US26059,103700,100600,98700,99400
"Houghton County, MI","county",05000US26061,88400,89900,93800,96100
"Huron County, MI","county",05000US26063,96100,92100,92900,93000
"Ingham County, MI","county",05000US26065,120500,117700,117400,119100
"Ionia County, MI","county",05000US26067,111000,109100,110000,113100
"Iosco County, MI","county",05000US26069,90300,86300,85400,85500
"Iron County, MI","county",05000US26071,75100,75800,74400,74800
"Isabella County, MI","county",05000US26073,119800,120600,122500,127100
"Jackson County, MI","county",05000US26075,112800,110500,111500,115700
"Kalamazoo County, MI","county",05000US26077,136700,135400,137100,140900
"Kalkaska County, MI","county",05000US26079,98800,95200,98300,100200
"Kent County, MI","county",05000US26081,137500,136700,139300,144300
"Keweenaw County, MI","county",05000US26083,101700,101400,102000,98800
"Lake County, MI","county",05000US26085,79700,74100,79500,79100
"Lapeer County, MI","county",05000US26087,137600,131100,132300,141200
"Leelanau County, MI","county",05000US26089,235600,239100,241900,243500
"Lenawee County, MI","county",05000US26091,116900,113900,114900,119400
"Livingston County, MI","county",05000US26093,183100,183800,192500,204000
"Luce County, MI","county",05000US26095,79400,78300,74200,80300
"Mackinac County, MI","county",05000US26097,119300,119100,121300,124100
"Macomb County, MI","county",05000US26099,123100,121300,126000,134800
"Manistee County, MI","county",05000US26101,109900,107200,107100,109800
"Marquette County, MI","county",05000US26103,126600,127200,131400,137700
"Mason County, MI","county",05000US26105,117000,118600,119900,123200
"Mecosta County, MI","county",05000US26107,112200,110700,110500,111300
"Menominee County, MI","county",05000US26109,95300,94400,93400,93700
"Midland County, MI","county",05000US26111,128600,128000,131200,131100
"Missaukee County, MI","county",05000US26113,99400,99800,103200,103900
"Monroe County, MI","county",05000US26115,139100,137500,137200,141500
"Montcalm County, MI","county",05000US26117,95000,94800,94100,96500
"Montmorency County, MI","county",05000US26119,93700,94800,91200,95100
"Muskegon County, MI","county",05000US26121,100900,98600,99000,101400
"Newaygo County, MI","county",05000US26123,104100,100400,101500,101200
"Oakland County, MI","county",05000US26125,170500,170600,178900,191500
"Oceana County, MI","county",05000US26127,106100,104200,104200,104800
"Ogemaw County, MI","county",05000US26129,89500,88100,86900,88600
"Ontonagon County, MI","county",05000US26131,72600,69300,68900,69500
"Osceola County, MI","county",05000US26133,90500,89000,90300,89400
"Oscoda County, MI","county",05000US26135,83000,81300,80600,80700
"Otsego County, MI","county",05000US26137,116600,119200,121700,121600
"Ottawa County, MI","county",05000US26139,153200,153500,155400,160500
"Presque Isle County, MI","county",05000US26141,95000,93400,92900,94000
"Roscommon County, MI","county",05000US26143,92000,90600,91400,92400
"Saginaw County, MI","county",05000US26145,97800,94800,92900,92800
"St. Clair County, MI","county",05000US26147,121600,119700,120800,126900
"St. Joseph County, MI","county",05000US26149,108900,105800,105900,109700
"Sanilac County, MI","county",05000US26151,96500,94400,94800,98500
"Schoolcraft County, MI","county",05000US26153,86200,87700,89000,98700
"Shiawassee County, MI","county",05000US26155,108300,104700,105100,105500
"Tuscola County, MI","county",05000US26157,95700,93400,93700,95200
"Van Buren County, MI","county",05000US26159,118700,119200,118700,121400
"Washtenaw County, MI","county",05000US26161,198400,199200,208200,218100
"Wayne County, MI","county",05000US26163,86800,83200,83000,86000
"Wexford County, MI","county",05000US26165,100100,95000,91800,92400
"Aitkin County, MN","county",05000US27001,168700,165400,166400,165300
"Anoka County, MN","county",05000US27003,192300,186800,187600,193200
"Becker County, MN","county",05000US27005,171500,173400,175000,177600
"Beltrami County, MN","county",05000US27007,147100,147200,148800,148600
"Benton County, MN","county",05000US27009,158200,155500,156100,158400
"Big Stone County, MN","county",05000US27011,91300,93900,94900,96900
"Blue Earth County, MN","county",05000US27013,158100,159100,161500,166200
"Brown County, MN","county",05000US27015,121900,123000,125500,132300
"Carlton County, MN","county",05000US27017,159000,158400,156900,160900
"Carver County, MN","county",05000US27019,264700,264900,267000,277600
"Cass County, MN","county",05000US27021,177100,172800,172000,174000
"Chippewa County, MN","county",05000US27023,101100,103900,100600,102400
"Chisago County, MN","county",05000US27025,197000,190300,192300,195600
"Clay County, MN","county",05000US27027,155200,155500,159500,166600
"Clearwater County, MN","county",05000US27029,118300,115000,116200,116500
"Cook County, MN","county",05000US27031,240500,243700,242400,242200
"Cottonwood County, MN","county",05000US27033,86800,86500,87200,88800
"Crow Wing County, MN","county",05000US27035,180300,177400,178400,181800
"Dakota County, MN","county",05000US27037,223300,220500,220400,226900
"Dodge County, MN","county",05000US27039,161100,160200,158700,162000
"Douglas County, MN","county",05000US27041,187300,189800,188400,189900
"Faribault County, MN","county",05000US27043,85800,84500,85600,85400
"Fillmore County, MN","county",05000US27045,135200,138700,140100,143700
"Freeborn County, MN","county",05000US27047,104000,102700,104800,106600
"Goodhue County, MN","county",05000US27049,181800,179900,179200,185800
"Grant County, MN","county",05000US27051,98600,96000,101500,100800
"Hennepin County, MN","county",05000US27053,230900,227400,229200,235800
"Houston County, MN","county",05000US27055,156500,155900,159000,162300
"Hubbard County, MN","county",05000US27057,170400,171300,174300,177800
"Isanti County, MN","county",05000US27059,172000,167500,164900,166900
"Itasca County, MN","county",05000US27061,152200,152000,155500,155400
"Jackson County, MN","county",05000US27063,97700,100100,104100,115100
"Kanabec County, MN","county",05000US27065,145600,139000,137300,136600
"Kandiyohi County, MN","county",05000US27067,161800,162000,160800,164300
"Kittson County, MN","county",05000US27069,68700,68100,72600,72400
"Koochiching County, MN","county",05000US27071,101200,100200,101400,105500
"Lac qui Parle County, MN","county",05000US27073,80200,81300,83000,81000
"Lake County, MN","county",05000US27075,153200,155100,157700,164700
"Lake of the Woods County, MN","county",05000US27077,121500,117600,117000,122400
"Le Sueur County, MN","county",05000US27079,180100,181500,176500,182000
"Lincoln County, MN","county",05000US27081,86100,90400,92500,89600
"Lyon County, MN","county",05000US27083,136000,134700,133700,134500
"McLeod County, MN","county",05000US27085,155400,151400,148300,148400
"Mahnomen County, MN","county",05000US27087,97800,97800,97300,96800
"Marshall County, MN","county",05000US27089,88100,90500,93500,99100
"Martin County, MN","county",05000US27091,102600,103900,105400,108500
"Meeker County, MN","county",05000US27093,156000,156000,157200,157600
"Mille Lacs County, MN","county",05000US27095,146600,141900,140900,143500
"Morrison County, MN","county",05000US27097,153600,152200,153300,155600
"Mower County, MN","county",05000US27099,106000,108300,111700,114100
"Murray County, MN","county",05000US27101,95300,97000,98600,105000
"Nicollet County, MN","county",05000US27103,169800,168600,170400,174200
"Nobles County, MN","county",05000US27105,107800,107300,106900,113100
"Norman County, MN","county",05000US27107,84000,84000,83200,86000
"Olmsted County, MN","county",05000US27109,171100,171200,173000,178000
"Otter Tail County, MN","county",05000US27111,159700,162000,164900,168900
"Pennington County, MN","county",05000US27113,107900,113400,115200,123300
"Pine County, MN","county",05000US27115,145500,141600,141200,144800
"Pipestone County, MN","county",05000US27117,90600,89500,92300,92400
"Polk County, MN","county",05000US27119,128100,130500,136700,145100
"Pope County, MN","county",05000US27121,148000,146500,150900,153000
"Ramsey County, MN","county",05000US27123,198200,194000,193700,199200
"Red Lake County, MN","county",05000US27125,87800,89200,97800,103700
"Redwood County, MN","county",05000US27127,90500,90400,92600,96900
"Renville County, MN","county",05000US27129,97600,96500,95700,99300
"Rice County, MN","county",05000US27131,187500,187100,185200,184400
"Rock County, MN","county",05000US27133,119300,123700,128300,131700
"Roseau County, MN","county",05000US27135,103800,108900,113200,115700
"St. Louis County, MN","county",05000US27137,137500,137200,139900,143200
"Scott County, MN","county",05000US27139,244400,244700,247600,258400
"Sherburne County, MN","county",05000US27141,193400,188600,190600,193300
"Sibley County, MN","county",05000US27143,136900,132000,131300,134300
"Stearns County, MN","county",05000US27145,167600,166300,166400,168200
"Steele County, MN","county",05000US27147,155400,150600,150500,149700
"Stevens County, MN","county",05000US27149,127500,134900,131500,146400
"Swift County, MN","county",05000US27151,91700,93000,92400,97100
"Todd County, MN","county",05000US27153,130000,129700,131400,132100
"Traverse County, MN","county",05000US27155,66400,69300,70900,72800
"Wabasha County, MN","county",05000US27157,154000,156200,159500,160900
"Wadena County, MN","county",05000US27159,114600,115500,114300,113400
"Waseca County, MN","county",05000US27161,142700,141100,141800,142800
"Washington County, MN","county",05000US27163,241900,240200,243600,253300
"Watonwan County, MN","county",05000US27165,95700,94400,93400,94900
"Wilkin County, MN","county",05000US27167,107300,111400,114800,110800
"Winona County, MN","county",05000US27169,158000,154700,153900,156500
"Wright County, MN","county",05000US27171,195000,192800,193100,201500
"Yellow Medicine County, MN","county",05000US27173,97600,97600,96800,98100
"Adams County, MS","county",05000US28001,80900,86800,85600,89400
"Alcorn County, MS","county",05000US28003,84300,82100,84800,86500
"Amite County, MS","county",05000US28005,70300,67600,71600,73100
"Attala County, MS","county",05000US28007,71200,71800,73600,74700
"Benton County, MS","county",05000US28009,81200,74300,72800,73300
"Bolivar County, MS","county",05000US28011,83500,84900,85100,86100
"Calhoun County, MS","county",05000US28013,61500,62100,61300,67400
"Carroll County, MS","county",05000US28015,68800,74600,80800,89900
"Chickasaw County, MS","county",05000US28017,64600,65300,63400,60000
"Choctaw County, MS","county",05000US28019,70600,65100,70300,77400
"Claiborne County, MS","county",05000US28021,54500,54300,53800,56200
"Clarke County, MS","county",05000US28023,59900,58200,65300,68200
"Clay County, MS","county",05000US28025,80600,78800,80900,81600
"Coahoma County, MS","county",05000US28027,55600,58100,61900,62500
